,year,artist.inverted,track,time,genre,date.entered,date.peaked,Weeks on Billboard,Top Billboard Rank,Week,Ranking,Hello
5159,2000,"Martin, Ricky",Shake Your Bon-Bon,3:08,Latin,1999-11-20,2000-02-12,18,22.0,17,87.0,Others
5160,2000,Vertical Horizon,You're A God,3:45,Rock,2000-08-26,2000-11-04,21,23.0,17,37.0,Rock
5161,2000,Avant,Separated,4:13,Rock,2000-04-29,2000-05-20,20,23.0,17,31.0,Rock
5162,2000,"Rimes, LeAnn",Big Deal,3:03,Country,1999-10-16,2000-01-01,20,23.0,17,31.0,Country
5163,2000,IMx,Stay The Night,3:37,Rap,1999-10-09,2000-01-08,20,23.0,17,70.0,Rap
5164,2000,Dr. Dre,The Next Episode,2:38,Rap,2000-05-27,2000-07-29,20,23.0,17,47.0,Rap
5166,2000,Savage Garden,Crash And Burn,4:41,Rock,2000-04-08,2000-05-27,20,24.0,17,58.0,Rock
5167,2000,Kandi,Don't Think I'm Not,3:50,Rock,2000-08-05,2000-10-07,24,24.0,17,31.0,Rock
5168,2000,Sammie,I Like It,4:09,Rock,2000-01-29,2000-04-15,20,24.0,17,83.0,Rock
5169,2000,Goo Goo Dolls,Broadway,3:54,Rock,2000-04-22,2000-07-01,20,24.0,17,74.0,Rock
5170,2000,"Moore, Mandy",I Wanna Be With You,4:12,Pop,2000-06-17,2000-08-12,23,24.0,17,99.0,Others
5171,2000,Dr. Dre,Forgot About Dre,3:42,Rap,2000-01-22,2000-03-25,20,25.0,17,58.0,Rap
5172,2000,D'Angelo,Untitled (How Does It Feel),7:10,R&B,2000-01-22,2000-02-19,17,25.0,17,94.0,R&B
5173,2000,"Messina, Jo Dee",That's The Way,3:17,Country,2000-06-24,2000-08-26,20,25.0,17,48.0,Country
5174,2000,Avant,My First Love,4:28,Rock,2000-11-04,2000-12-16,20,26.0,17,64.0,Rock
5175,2000,Son By Four,A Puro Dolor (Purest Of Pain),3:30,Latin,2000-04-08,2000-08-19,26,26.0,17,30.0,Others
5176,2000,Da Brat,What'Chu Like,3:57,Rap,2000-06-03,2000-08-12,20,26.0,17,62.0,Rap
5177,2000,DMX,Party Up (Up In Here),3:45,Rap,2000-02-26,2000-04-22,21,27.0,17,35.0,Rap
5178,2000,"Dixie Chicks, The",Cowboy Take Me Away,4:51,Country,1999-11-27,2000-01-29,20,27.0,17,51.0,Country
5179,2000,"McGraw, Tim",My Next Thirty Years,3:37,Country,2000-10-21,2000-12-16,20,27.0,17,48.0,Country
5180,2000,"Tritt, Travis",Best Of Intentions,4:15,Country,2000-08-19,2000-12-02,22,27.0,17,29.0,Country
5181,2000,Alice Deejay,Better Off Alone,6:50,Electronica,2000-04-08,2000-06-03,20,27.0,17,65.0,Others
5184,2000,Counting Crows,Hanginaround,4:07,Rock,1999-11-06,2000-01-29,20,28.0,17,56.0,Rock
5185,2000,Mary Mary,Shackles (Praise You),3:12,Rock,2000-03-25,2000-05-13,20,28.0,17,71.0,Rock
5187,2000,"McGraw, Tim",My Best Friend,4:33,Country,1999-11-27,2000-01-29,21,29.0,17,39.0,Country
5188,2000,Sugar Ray,Falls Apart,4:15,Rock,2000-01-15,2000-02-19,20,29.0,17,89.0,Rock
5190,2000,"Jones, Donell",Where I Wanna Be,6:22,Rock,2000-04-22,2000-07-08,20,29.0,17,42.0,Rock
5191,2000,"Paisley, Brad",We Danced,3:45,Country,2000-10-14,2000-12-16,20,29.0,17,72.0,Country
5192,2000,Lonestar,What About Now,3:30,Country,2000-06-10,2000-08-19,20,30.0,17,54.0,Country
5194,2000,"Keith, Toby",How Do You Like Me Now?!,3:29,Country,2000-01-29,2000-04-08,20,31.0,17,45.0,Country
5195,2000,"Strait, George",The Best Day,3:24,Country,2000-01-29,2000-04-22,20,31.0,17,43.0,Country
5196,2000,"Dixie Chicks, The",Without You,3:32,Country,2000-10-07,2000-12-23,20,31.0,17,37.0,Country
5197,2000,Musiq,Just Friends (Sunny),4:02,Rap,2000-10-14,2000-12-30,20,31.0,17,48.0,Rap
5198,2000,"McEntire, Reba",What Do You Say,3:26,Country,1999-10-30,2000-01-29,20,31.0,17,50.0,Country
5199,2000,"Braxton, Toni",Just Be A Man About It,4:10,Rock,2000-07-29,2000-09-02,20,32.0,17,79.0,Rock
5200,2000,"Iglesias, Enrique",Rhythm Divine,7:35,Latin,1999-12-04,2000-01-22,17,32.0,17,96.0,Others
5201,2000,"Fabian, Lara",I Will Love Again,3:43,Pop,2000-06-10,2000-08-12,17,32.0,17,96.0,Others
5202,2000,Bon Jovi,It's My Life,3:44,Rock,2000-08-12,2000-09-30,20,33.0,17,61.0,Rock
5203,2000,"Evans, Sara",Born To Fly,5:36,Country,2000-10-21,2000-12-30,20,34.0,17,58.0,Country
5204,2000,"Chesney, Kenny",I Lost It,3:54,Country,2000-10-21,2000-12-23,20,34.0,17,82.0,Country
5205,2000,J-Shin,One Night Stand,4:34,R&B,1999-12-25,2000-02-26,17,34.0,17,99.0,R&B
5207,2000,Aaliyah,I Don't Wanna,4:15,Rock,2000-01-29,2000-03-04,20,35.0,17,62.0,Rock
5208,2000,"Montgomery, John Michael",The Little Girl,3:52,Country,2000-09-09,2000-10-28,20,35.0,17,62.0,Country
5210,2000,"Vassar, Phil",Just Another Day In Paradise,3:54,Country,2000-09-30,2000-12-02,20,35.0,17,63.0,Country
5212,2000,"Wills, Mark",Back At One,4:00,Country,2000-01-15,2000-02-26,18,36.0,17,94.0,Country
5213,2000,Lucy Pearl,Dance Tonight,3:45,R&B,2000-05-20,2000-07-29,19,36.0,17,84.0,R&B
5214,2000,"Jackson, Alan",It Must Be Love,2:53,Country,2000-06-24,2000-09-02,20,37.0,17,75.0,Country
5215,2000,"Griggs, Andy",She's More,3:19,Country,2000-03-11,2000-06-10,20,37.0,17,69.0,Country
5217,2000,"Jean, Wyclef",911,4:00,Rap,2000-10-07,2000-11-25,19,38.0,17,80.0,Rap
5218,2000,Rascal Flatts,Prayin' For Daylight,3:36,Country,2000-05-06,2000-08-12,20,38.0,17,47.0,Country
5220,2000,"Gilman, Billy",One Voice,4:07,Country,2000-06-17,2000-09-02,19,38.0,17,85.0,Country
5221,2000,Lonestar,Smile,3:33,Country,1999-12-18,2000-02-12,20,39.0,17,67.0,Country
5222,2000,"Rogers, Kenny",Buy Me A Rose,3:46,Country,2000-03-11,2000-05-06,20,40.0,17,86.0,Country
5223,2000,"Lawrence, Tracy",Lessons Learned,2:55,Country,2000-01-29,2000-04-08,20,40.0,17,94.0,Country
5224,2000,"Strait, George",Go On,3:48,Country,2000-08-26,2000-10-28,20,40.0,17,78.0,Country
5225,2000,Sisqo,Got To Get It,3:52,Rock,1999-11-20,2000-01-22,20,40.0,17,68.0,Rock
5226,2000,Baha Men,Who Let The Dogs Out,3:17,R&B,2000-07-22,2000-10-21,20,40.0,17,51.0,R&B
5227,2000,"Walker, Clay",The Chain Of Love,5:03,Country,2000-04-15,2000-06-10,20,40.0,17,90.0,Country
5228,2000,"McBride, Martina",Love's The Only House,5:13,Country,2000-02-05,2000-04-15,20,42.0,17,91.0,Country
5229,2000,Amber,Sexual (Li Da Di),4:38,Rock,1999-07-17,2000-02-12,29,42.0,17,98.0,Rock
5230,2000,"Tippin, Aaron",Kiss This,2:53,Country,2000-08-26,2000-10-21,20,42.0,17,87.0,Country
5231,2000,SheDaisy,I Will.. But,3:40,Country,2000-07-15,2000-09-16,20,43.0,17,86.0,Country
5232,2000,"Raye, Collin",Couldn't Last A Moment,3:40,Country,2000-03-18,2000-06-24,20,43.0,17,53.0,Country
5233,2000,Black Rob,Whoa!,4:04,Rap,2000-03-04,2000-04-15,17,43.0,17,97.0,Rap
5235,2000,"Black, Clint",Been There,5:28,Country,2000-02-19,2000-04-15,20,44.0,17,85.0,Country
5236,2000,Common,The Light,3:55,Rap,2000-08-05,2000-09-09,19,44.0,17,93.0,Rap
5237,2000,"Vassar, Phil",Carlene,4:07,Country,2000-03-04,2000-04-22,19,45.0,17,91.0,Country
5241,2000,Ideal,Whatever,3:48,R&B,2000-06-10,2000-08-19,18,47.0,17,92.0,R&B
5242,2000,"Thomas, Carl",Emotional,4:31,Rock,2000-11-25,2000-12-30,20,47.0,17,87.0,Rock
5244,2000,"Davidson, Clay",Unconditional,3:56,Country,2000-03-25,2000-06-17,20,49.0,17,51.0,Country
5245,2000,DMX,What You Want,4:05,Rap,2000-07-01,2000-09-23,20,49.0,17,87.0,Rap
5248,2000,Mya,The Best Of Me,4:12,Rock,2000-04-15,2000-05-20,17,50.0,17,97.0,Rock
5249,2000,"Heatherly, Eric",Flowers On The Wall,3:16,Country,2000-04-29,2000-08-12,20,50.0,17,57.0,Country
5251,2000,"McEntire, Reba",I'll Be,4:23,Country,2000-05-13,2000-07-29,20,51.0,17,93.0,Country
5252,2000,"Lopez, Jennifer",Feelin' Good,4:28,Latin,2000-02-19,2000-04-08,17,51.0,17,79.0,Others
5255,2000,"Gill, Vince",Feels Like Love,4:13,Country,2000-09-02,2000-11-18,20,52.0,17,91.0,Country
5256,2000,"Houston, Whitney",Could I Have This Kiss Forever,3:54,Rock,2000-06-17,2000-08-05,19,52.0,17,98.0,Rock
5258,2000,"Williams, Robbie",Angels,3:56,Rock,1999-11-20,2000-01-22,19,53.0,17,91.0,Rock
5265,2000,3 Doors Down,Loser,4:24,Rock,2000-10-21,2000-12-02,20,55.0,17,75.0,Rock
5266,2000,Brooks & Dunn,You'll Always Be Loved By Me,2:58,Country,2000-06-10,2000-09-09,19,55.0,17,86.0,Country
5267,2000,"Chesney, Kenny",What I Need To Do,4:05,Country,2000-04-01,2000-06-10,17,56.0,17,95.0,Country
5268,2000,"Stone, Angie",No More Rain (In This Cloud),4:42,R&B,1999-12-25,2000-01-22,17,56.0,17,100.0,R&B
5269,2000,Da Brat,That's What I'm Looking For,3:44,Rap,2000-02-26,2000-04-15,18,56.0,17,94.0,Rap
5271,2000,Papa Roach,Last Resort,3:19,Rock,2000-07-29,2000-12-02,20,57.0,17,64.0,Rock
5272,2000,"Adams, Yolanda",Open My Heart,5:30,Gospel,2000-08-26,2000-10-21,20,57.0,17,67.0,Others
5277,2000,"Henley, Don",Taking You Home,4:08,Rock,2000-06-24,2000-08-05,20,58.0,17,83.0,Rock
5280,2000,Sister Hazel,Change Your Mind,4:02,Rock,2000-07-15,2000-08-05,20,59.0,17,100.0,Rock
5289,2000,M2M,Mirror Mirror,3:19,Pop,2000-04-01,2000-05-27,18,62.0,17,90.0,Others
5291,2000,Joe,Treat Her Like A Lady,4:12,Rock,2000-08-05,2000-08-19,17,63.0,17,100.0,Rock
5293,2000,"Price, Kelly",You Should've Told Me,3:12,Rock,2000-09-23,2000-12-02,20,64.0,17,86.0,Rock
5296,2000,Limp Bizkit,Rollin',4:04,Rock,2000-11-11,2000-12-09,17,65.0,17,100.0,Rock
5306,2000,Red Hot Chili Peppers,Californication,5:21,Rock,2000-07-29,2000-10-14,19,69.0,17,78.0,Rock
5310,2000,"Anthony, Marc",My Baby You,3:59,Latin,2000-09-16,2000-10-07,20,70.0,17,94.0,Others
5316,2000,"Rimes, LeAnn",Can't Fight The Moonlight,3:33,Country,2000-09-09,2000-09-16,20,71.0,17,86.0,Country
5335,2000,Metallica,I Disappear,4:26,Rock,2000-05-13,2000-06-17,20,76.0,17,98.0,Rock
5360,2000,Madison Avenue,Don't Call Me Baby,3:44,Electronica,2000-07-08,2000-09-16,20,88.0,17,93.0,Others
5362,2000,Limp Bizkit,Re-Arranged,4:08,Rock,1999-12-04,2000-02-05,18,88.0,17,93.0,Rock
5389,2000,Destiny's Child,Independent Women Part I,3:38,Rock,2000-09-23,2000-11-18,28,1.0,18,1.0,Rock
5390,2000,Santana,"Maria, Maria",4:18,Rock,2000-02-12,2000-04-08,26,1.0,18,1.0,Rock
5391,2000,Savage Garden,I Knew I Loved You,4:07,Rock,1999-10-23,2000-01-29,33,1.0,18,2.0,Rock
5392,2000,Madonna,Music,3:45,Rock,2000-08-12,2000-09-16,24,1.0,18,16.0,Rock
5393,2000,"Aguilera, Christina",Come On Over Baby (All I Want Is You),3:38,Rock,2000-08-05,2000-10-14,21,1.0,18,22.0,Rock
5394,2000,Janet,Doesn't Really Matter,4:17,Rock,2000-06-17,2000-08-26,24,1.0,18,7.0,Rock
5395,2000,Destiny's Child,Say My Name,4:31,Rock,1999-12-25,2000-03-18,32,1.0,18,3.0,Rock
5396,2000,"Iglesias, Enrique",Be With You,3:36,Latin,2000-04-01,2000-06-24,20,1.0,18,14.0,Others
5397,2000,Sisqo,Incomplete,3:52,Rock,2000-06-24,2000-08-12,26,1.0,18,10.0,Rock
5398,2000,Lonestar,Amazed,4:25,Country,1999-06-05,2000-03-04,55,1.0,18,40.0,Country
5399,2000,N'Sync,It's Gonna Be Me,3:10,Rock,2000-05-06,2000-07-29,25,1.0,18,10.0,Rock
5400,2000,"Aguilera, Christina",What A Girl Wants,3:18,Rock,1999-11-27,2000-01-15,24,1.0,18,15.0,Rock
5401,2000,Vertical Horizon,Everything You Want,4:01,Rock,2000-01-22,2000-07-15,41,1.0,18,6.0,Rock
5402,2000,Creed,With Arms Wide Open,3:52,Rock,2000-05-13,2000-11-11,47,1.0,18,29.0,Rock
5403,2000,Aaliyah,Try Again,4:03,Rock,2000-03-18,2000-06-17,32,1.0,18,2.0,Rock
5404,2000,matchbox twenty,Bent,4:12,Rock,2000-04-29,2000-07-22,39,1.0,18,3.0,Rock
5405,2000,"Carey, Mariah",Thank God I Found You,4:14,Rock,1999-12-11,2000-02-19,20,1.0,18,57.0,Rock
5406,2000,"Hill, Faith",Breathe,4:04,Rap,1999-11-06,2000-04-22,53,2.0,18,3.0,Rap
5407,2000,Mya,Case Of The Ex (Whatcha Gonna Do),3:50,Rock,2000-08-19,2000-12-02,30,2.0,18,2.0,Rock
5408,2000,Dream,He Loves U Not,3:43,Rock,2000-09-30,2000-12-30,28,2.0,18,3.0,Rock
5409,2000,"Braxton, Toni",He Wasn't Man Enough,4:21,Rock,2000-03-18,2000-05-06,37,2.0,18,14.0,Rock
5410,2000,"Anthony, Marc",You Sang To Me,3:50,Latin,2000-02-26,2000-06-03,32,2.0,18,7.0,Others
5411,2000,98¡,Give Me Just One Night (Una Noche),3:24,Rock,2000-08-19,2000-09-30,20,2.0,18,84.0,Rock
5412,2000,Destiny's Child,Jumpin' Jumpin',3:48,Rock,2000-05-13,2000-08-19,32,3.0,18,3.0,Rock
5413,2000,3 Doors Down,Kryptonite,3:53,Rock,2000-04-08,2000-11-11,53,3.0,18,18.0,Rock
5414,2000,Sisqo,Thong Song,4:05,Rock,2000-01-29,2000-05-20,28,3.0,18,3.0,Rock
5415,2000,"Aguilera, Christina",I Turn To You,4:00,Rock,2000-04-15,2000-07-01,22,3.0,18,29.0,Rock
5416,2000,"Houston, Whitney",My Love Is Your Love,4:16,Rock,1999-09-04,2000-01-08,28,4.0,18,5.0,Rock
5417,2000,Joe,I Wanna Know,4:57,Rock,2000-01-01,2000-07-01,44,4.0,18,11.0,Rock
5418,2000,"Jordan, Montell",Get It On.. Tonite,4:34,Rap,1999-10-23,2000-02-12,32,4.0,18,4.0,Rap
5419,2000,N'Sync,Bye Bye Bye,3:15,Rock,2000-01-29,2000-04-15,23,4.0,18,12.0,Rock
5420,2000,Eminem,The Real Slim Shady,4:42,Rap,2000-05-06,2000-06-24,19,4.0,18,88.0,Rap
5421,2000,Pink,Most Girls,4:06,Rock,2000-08-12,2000-11-25,27,4.0,18,8.0,Rock
5422,2000,"Mumba, Samantha",Gotta Tell You,3:19,Rock,2000-09-09,2000-12-09,22,4.0,18,17.0,Rock
5423,2000,Blaque,Bring It All To Me,3:46,Pop,1999-10-23,2000-01-22,29,5.0,18,9.0,Others
5424,2000,"Elliott, Missy ""Misdemeanor""",Hot Boyz,3:51,Rap,1999-11-27,2000-01-08,21,5.0,18,17.0,Rap
5425,2000,"Gray, Macy",I Try,3:52,Rock,2000-02-19,2000-05-20,27,5.0,18,11.0,Rock
5426,2000,N'Sync,This I Promise You,4:23,Rock,2000-09-30,2000-12-02,26,5.0,18,12.0,Rock
5427,2000,Ruff Endz,No More,3:56,Rock,2000-07-01,2000-09-02,26,5.0,18,23.0,Rock
5428,2000,"Backstreet Boys, The",Show Me The Meaning Of Being Lonely,3:54,Rock,2000-01-01,2000-03-18,24,6.0,18,19.0,Rock
5429,2000,Nine Days,Absolutely (Story Of A Girl),3:09,Rock,2000-05-06,2000-07-22,27,6.0,18,9.0,Rock
5430,2000,"Dion, Celine",That's The Way It Is,4:03,Rock,1999-11-13,2000-03-04,28,6.0,18,8.0,Rock
5431,2000,Blink-182,All The Small Things,2:52,Rock,1999-12-04,2000-02-19,23,6.0,18,16.0,Rock
5432,2000,Eiffel 65,Blue (Da Ba Dee),3:29,Electronica,1999-12-11,2000-01-29,20,6.0,18,60.0,Others
5433,2000,"Badu, Erkyah",Bag Lady,5:03,Rock,2000-08-19,2000-10-07,20,6.0,18,38.0,Rock
5434,2000,Pink,There U Go,3:23,Rock,2000-03-04,2000-04-08,32,7.0,18,10.0,Rock
5435,2000,Creed,Higher,5:16,Rock,1999-09-11,2000-07-22,57,7.0,18,57.0,Rock
5436,2000,Nelly,(Hot S**t) Country Grammar,4:17,Rap,2000-04-29,2000-09-16,34,7.0,18,11.0,Rap
5437,2000,Next,Wifey,4:03,Rock,2000-05-27,2000-09-09,21,7.0,18,12.0,Rock
5439,2000,Sonique,It Feels So Good,3:48,Rock,2000-01-22,2000-04-22,24,8.0,18,14.0,Rock
5440,2000,"Spears, Britney",Oops!.. I Did It Again,3:30,Rock,2000-04-22,2000-06-10,20,9.0,18,85.0,Rock
5441,2000,"Backstreet Boys, The",Shape Of My Heart,3:49,Rock,2000-10-14,2000-12-02,20,9.0,18,63.0,Rock
5442,2000,Everclear,Wonderful,4:30,Rock,2000-07-08,2000-09-30,21,11.0,18,28.0,Rock
5443,2000,Ja Rule,Between Me And You,4:05,Rap,2000-09-16,2000-11-18,20,11.0,18,30.0,Rap
5444,2000,"Rimes, LeAnn",I Need You,3:42,Country,2000-05-27,2000-08-12,25,11.0,18,16.0,Country
5445,2000,Smash Mouth,Then The Morning Comes,3:04,Rock,1999-10-30,2000-01-29,26,11.0,18,23.0,Rock
5446,2000,Jay-Z,I Just Wanna Love U (Give It 2 Me),3:50,Rap,2000-10-28,2000-12-30,21,11.0,18,28.0,Rap
5447,2000,Jagged Edge,Let's Get Married,4:23,Rock,2000-05-06,2000-07-29,24,11.0,18,20.0,Rock
5448,2000,Filter,Take A Picture,4:23,Rock,1999-11-27,2000-02-05,20,12.0,18,24.0,Rock
5449,2000,"Martin, Ricky",She Bangs,4:02,Latin,2000-10-07,2000-12-02,18,12.0,18,100.0,Others
5450,2000,Mystikal,Shake Ya Ass,4:46,Rap,2000-08-12,2000-10-28,20,13.0,18,30.0,Rap
5451,2000,BBMak,Back Here,3:35,Rock,2000-04-29,2000-07-29,31,13.0,18,16.0,Rock
5452,2000,"Spears, Britney",From The Bottom Of My Broken Heart,4:30,Rock,2000-01-29,2000-02-26,20,14.0,18,92.0,Rock
5453,2000,Third Eye Blind,Never Let You Go,3:57,Rock,2000-01-22,2000-04-01,22,14.0,18,25.0,Rock
5454,2000,Red Hot Chili Peppers,Otherside,4:13,Rock,2000-02-12,2000-05-27,22,14.0,18,16.0,Rock
5455,2000,Profyle,Liar,3:57,R&B,2000-09-16,2000-10-28,20,14.0,18,81.0,R&B
5456,2000,Barenaked Ladies,Pinch Me,3:46,Rock,2000-09-09,2000-11-25,21,15.0,18,20.0,Rock
5457,2000,Jagged Edge,He Can't Love U,3:30,Rock,1999-12-11,2000-01-08,20,15.0,18,65.0,Rock
5458,2000,504 Boyz,Wobble Wobble,3:35,Rap,2000-04-15,2000-05-06,18,17.0,18,96.0,Rap
5459,2000,Sting,Desert Rose,3:52,Rock,2000-05-13,2000-08-26,26,17.0,18,19.0,Rock
5460,2000,Jay-Z,Big Pimpin',3:55,Rap,2000-04-22,2000-07-08,20,18.0,18,33.0,Rap
5461,2000,Kid Rock,Only God Knows Why,5:27,Rock,2000-02-19,2000-04-15,20,19.0,18,62.0,Rock
5462,2000,Foo Fighters,Learn To Fly,3:55,Rock,1999-10-16,2000-01-22,21,19.0,18,30.0,Rock
5465,2000,Lil Bow Wow,Bounce With Me,3:22,Rap,2000-08-19,2000-09-16,20,20.0,18,90.0,Rap
5466,2000,Westlife,Swear It Again,4:07,Rock,2000-04-01,2000-07-01,20,20.0,18,33.0,Rock
5467,2000,Train,Meet Virginia,3:55,Rock,1999-10-09,2000-01-22,27,20.0,18,24.0,Rock
5468,2000,"Thomas, Carl",I Wish,3:50,Rock,2000-03-25,2000-05-13,20,20.0,18,44.0,Rock
5471,2000,Ludacris,What's Your Fantasy,4:16,Rap,2000-09-30,2000-12-16,22,21.0,18,34.0,Rap
5474,2000,SoulDecision,Faded,3:25,Rock,2000-07-08,2000-09-09,24,22.0,18,34.0,Rock
5475,2000,"Brock, Chad",Yes!,3:22,Country,2000-04-08,2000-07-01,20,22.0,18,50.0,Country
5476,2000,"Martin, Ricky",Shake Your Bon-Bon,3:08,Latin,1999-11-20,2000-02-12,18,22.0,18,93.0,Others
5477,2000,Vertical Horizon,You're A God,3:45,Rock,2000-08-26,2000-11-04,21,23.0,18,41.0,Rock
5478,2000,Avant,Separated,4:13,Rock,2000-04-29,2000-05-20,20,23.0,18,33.0,Rock
5479,2000,"Rimes, LeAnn",Big Deal,3:03,Country,1999-10-16,2000-01-01,20,23.0,18,43.0,Country
5480,2000,IMx,Stay The Night,3:37,Rap,1999-10-09,2000-01-08,20,23.0,18,71.0,Rap
5481,2000,Dr. Dre,The Next Episode,2:38,Rap,2000-05-27,2000-07-29,20,23.0,18,50.0,Rap
5483,2000,Savage Garden,Crash And Burn,4:41,Rock,2000-04-08,2000-05-27,20,24.0,18,63.0,Rock
5484,2000,Kandi,Don't Think I'm Not,3:50,Rock,2000-08-05,2000-10-07,24,24.0,18,26.0,Rock
5485,2000,Sammie,I Like It,4:09,Rock,2000-01-29,2000-04-15,20,24.0,18,93.0,Rock
5486,2000,Goo Goo Dolls,Broadway,3:54,Rock,2000-04-22,2000-07-01,20,24.0,18,82.0,Rock
5488,2000,Dr. Dre,Forgot About Dre,3:42,Rap,2000-01-22,2000-03-25,20,25.0,18,68.0,Rap
5490,2000,"Messina, Jo Dee",That's The Way,3:17,Country,2000-06-24,2000-08-26,20,25.0,18,46.0,Country
5491,2000,Avant,My First Love,4:28,Rock,2000-11-04,2000-12-16,20,26.0,18,73.0,Rock
5492,2000,Son By Four,A Puro Dolor (Purest Of Pain),3:30,Latin,2000-04-08,2000-08-19,26,26.0,18,32.0,Others
5493,2000,Da Brat,What'Chu Like,3:57,Rap,2000-06-03,2000-08-12,20,26.0,18,65.0,Rap
5494,2000,DMX,Party Up (Up In Here),3:45,Rap,2000-02-26,2000-04-22,21,27.0,18,42.0,Rap
5495,2000,"Dixie Chicks, The",Cowboy Take Me Away,4:51,Country,1999-11-27,2000-01-29,20,27.0,18,56.0,Country
5496,2000,"McGraw, Tim",My Next Thirty Years,3:37,Country,2000-10-21,2000-12-16,20,27.0,18,53.0,Country
5497,2000,"Tritt, Travis",Best Of Intentions,4:15,Country,2000-08-19,2000-12-02,22,27.0,18,31.0,Country
5498,2000,Alice Deejay,Better Off Alone,6:50,Electronica,2000-04-08,2000-06-03,20,27.0,18,68.0,Others
5501,2000,Counting Crows,Hanginaround,4:07,Rock,1999-11-06,2000-01-29,20,28.0,18,59.0,Rock
5502,2000,Mary Mary,Shackles (Praise You),3:12,Rock,2000-03-25,2000-05-13,20,28.0,18,76.0,Rock
5504,2000,"McGraw, Tim",My Best Friend,4:33,Country,1999-11-27,2000-01-29,21,29.0,18,41.0,Country
5505,2000,Sugar Ray,Falls Apart,4:15,Rock,2000-01-15,2000-02-19,20,29.0,18,97.0,Rock
5507,2000,"Jones, Donell",Where I Wanna Be,6:22,Rock,2000-04-22,2000-07-08,20,29.0,18,49.0,Rock
5508,2000,"Paisley, Brad",We Danced,3:45,Country,2000-10-14,2000-12-16,20,29.0,18,84.0,Country
5509,2000,Lonestar,What About Now,3:30,Country,2000-06-10,2000-08-19,20,30.0,18,60.0,Country
5511,2000,"Keith, Toby",How Do You Like Me Now?!,3:29,Country,2000-01-29,2000-04-08,20,31.0,18,51.0,Country
5512,2000,"Strait, George",The Best Day,3:24,Country,2000-01-29,2000-04-22,20,31.0,18,49.0,Country
5513,2000,"Dixie Chicks, The",Without You,3:32,Country,2000-10-07,2000-12-23,20,31.0,18,43.0,Country
5514,2000,Musiq,Just Friends (Sunny),4:02,Rap,2000-10-14,2000-12-30,20,31.0,18,54.0,Rap
5515,2000,"McEntire, Reba",What Do You Say,3:26,Country,1999-10-30,2000-01-29,20,31.0,18,60.0,Country
5516,2000,"Braxton, Toni",Just Be A Man About It,4:10,Rock,2000-07-29,2000-09-02,20,32.0,18,84.0,Rock
5519,2000,Bon Jovi,It's My Life,3:44,Rock,2000-08-12,2000-09-30,20,33.0,18,84.0,Rock
5520,2000,"Evans, Sara",Born To Fly,5:36,Country,2000-10-21,2000-12-30,20,34.0,18,74.0,Country
5521,2000,"Chesney, Kenny",I Lost It,3:54,Country,2000-10-21,2000-12-23,20,34.0,18,88.0,Country
5524,2000,Aaliyah,I Don't Wanna,4:15,Rock,2000-01-29,2000-03-04,20,35.0,18,67.0,Rock
5525,2000,"Montgomery, John Michael",The Little Girl,3:52,Country,2000-09-09,2000-10-28,20,35.0,18,83.0,Country
5527,2000,"Vassar, Phil",Just Another Day In Paradise,3:54,Country,2000-09-30,2000-12-02,20,35.0,18,70.0,Country
5529,2000,"Wills, Mark",Back At One,4:00,Country,2000-01-15,2000-02-26,18,36.0,18,99.0,Country
5530,2000,Lucy Pearl,Dance Tonight,3:45,R&B,2000-05-20,2000-07-29,19,36.0,18,86.0,R&B
5531,2000,"Jackson, Alan",It Must Be Love,2:53,Country,2000-06-24,2000-09-02,20,37.0,18,80.0,Country
5532,2000,"Griggs, Andy",She's More,3:19,Country,2000-03-11,2000-06-10,20,37.0,18,73.0,Country
5534,2000,"Jean, Wyclef",911,4:00,Rap,2000-10-07,2000-11-25,19,38.0,18,85.0,Rap
5535,2000,Rascal Flatts,Prayin' For Daylight,3:36,Country,2000-05-06,2000-08-12,20,38.0,18,65.0,Country
5537,2000,"Gilman, Billy",One Voice,4:07,Country,2000-06-17,2000-09-02,19,38.0,18,95.0,Country
5538,2000,Lonestar,Smile,3:33,Country,1999-12-18,2000-02-12,20,39.0,18,78.0,Country
5539,2000,"Rogers, Kenny",Buy Me A Rose,3:46,Country,2000-03-11,2000-05-06,20,40.0,18,84.0,Country
5540,2000,"Lawrence, Tracy",Lessons Learned,2:55,Country,2000-01-29,2000-04-08,20,40.0,18,99.0,Country
5541,2000,"Strait, George",Go On,3:48,Country,2000-08-26,2000-10-28,20,40.0,18,88.0,Country
5542,2000,Sisqo,Got To Get It,3:52,Rock,1999-11-20,2000-01-22,20,40.0,18,82.0,Rock
5543,2000,Baha Men,Who Let The Dogs Out,3:17,R&B,2000-07-22,2000-10-21,20,40.0,18,65.0,R&B
5544,2000,"Walker, Clay",The Chain Of Love,5:03,Country,2000-04-15,2000-06-10,20,40.0,18,94.0,Country
5545,2000,"McBride, Martina",Love's The Only House,5:13,Country,2000-02-05,2000-04-15,20,42.0,18,93.0,Country
5547,2000,"Tippin, Aaron",Kiss This,2:53,Country,2000-08-26,2000-10-21,20,42.0,18,92.0,Country
5548,2000,SheDaisy,I Will.. But,3:40,Country,2000-07-15,2000-09-16,20,43.0,18,81.0,Country
5549,2000,"Raye, Collin",Couldn't Last A Moment,3:40,Country,2000-03-18,2000-06-24,20,43.0,18,66.0,Country
